Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"M O'Keeffe, LR Eyring","The Chemistry of Extended Defects in Non-metallic Solids: Proceedings of the Institute for Advanced Study on the Chemistry of Extended Defects in Non …",1970,"","New York, NY","","",99,"2022-02-09 13:55:36","CITATION","","","",,,,,0,0.00,0,2,52,"","",""
0,"MJ Francis","Engines of Change: United States Interests and Revolution in Latin America",1970,"","read.dukeupress.edu","https://read.dukeupress.edu/hahr/article-abstract/50/4/756/152663","",107,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,52,"It may be difficult to believe that there is a need for another general survey of contemporary change in Latin America. However, if one can set aside that prejudice, this excellent book merits attention. The thesis is that “revolutionary change is under way; it is inevitable; it is in …","https://read.dukeupress.edu/hahr/article/50/4/756/152663",""
36,"JS Chipman","Induced technical change and patterns of international trade",1970,"The technology factor in international trade","nber.org","https://www.nber.org/system/files/chapters/c3380/c3380.pdf","https://scholar.google.com/scholar?cites=17604626252089814804&as_sdt=2005&sciodt=2007&hl=en",131,"2022-02-09 13:55:36","PDF","","","",,,,,36,0.69,36,1,52,"… general optimality conditions (2.21) and (2.22) given below could be interpreted as defining ""rational expectations"" on the part of firms. They might be considered, to that extent, as accounting for some of the expectational considerations stressed by Feilner [13, 14], though these …","https://www.nber.org/system/files/chapters/c3380/c3380.pdf","https://scholar.google.com/scholar?q=related:FG9Uj00yUPQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
40,"PK Trivedi","Inventory behaviour in UK manufacturing 1956-67",1970,"The Review of Economic Studies","JSTOR","https://www.jstor.org/stable/2296482","https://scholar.google.com/scholar?cites=5145073774916026071&as_sdt=2005&sciodt=2007&hl=en",136,"2022-02-09 13:55:36","","","","",,,,,40,0.77,40,1,52,"… (2.8) The Lovell-Goodwin assumption concerning sales expectations is a useful compromise between the rational expectations of Muth and Mills [21, 19] and the naive expectations approach since it allows for the possibility of regressiveness in sales expectations. Eqn. (2.8) is …","","https://scholar.google.com/scholar?q=related:1z4MqVb5ZkcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
88,"M Keenan","Models of equity valuation: The great SERM bubble",1970,"The journal of finance","JSTOR","https://www.jstor.org/stable/2325473","https://scholar.google.com/scholar?cites=4062093230316747009&as_sdt=2005&sciodt=2007&hl=en",150,"2022-02-09 13:55:36","","","","",,,,,88,1.69,88,1,52,"… One widely accepted proposition suggests that rational expectations ""are essentially the same as the predictions of the relevant economic theory.""66 A related proposition implies that information is sufficiently widely dispersed and that there is sufficient economic power and …","","https://scholar.google.com/scholar?q=related:AXmMZUV0XzgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
6,"P Pereira, W Guelcher","The Skills of Teaching: A Dynamic Approach.",1970,"","ERIC","https://eric.ed.gov/?id=ED049162","https://scholar.google.com/scholar?cites=4951637033766603033&as_sdt=2005&sciodt=2007&hl=en",166,"2022-02-09 13:55:36","","","","",,,,,6,0.12,3,2,52,"… has no particular goal for tho learning experience and no particular logic in mind and no particular set of rational expectations from the pupils, then anarchy prevails -- the students spend their time guessing at what the teacher is doing awl trying to strike a responsive note or …","https://files.eric.ed.gov/fulltext/ED049162.pdf","https://scholar.google.com/scholar?q=related:GclTtqW_t0QJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"A Quinton","The Bounds of morality",1970,"Metaphilosophy","JSTOR","https://www.jstor.org/stable/24434825","https://scholar.google.com/scholar?cites=4522350869959202329&as_sdt=2005&sciodt=2007&hl=en",174,"2022-02-09 13:55:36","","","","",,,,,5,0.10,5,1,52,"… But rational expectations about the consequences of action are inevitably based on general, inductive knowledge. It is only because this, as yet unexecuted, act is of a certain general kind, which past experience has shown to have a certain sort of result, that it can now be …","","https://scholar.google.com/scholar?q=related:GdaY4Seewj4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
20,"AS King","Managerial relations with disadvantaged work groups: Supervisory expectations of the underprivileged worker",1970,"","ttu-ir.tdl.org","https://ttu-ir.tdl.org/bitstream/handle/2346/21624/31295000419316.pdf?sequence=1","https://scholar.google.com/scholar?cites=17905304887402878575&as_sdt=2005&sciodt=2007&hl=en",175,"2022-02-09 13:55:36","PDF","","","",,,,,20,0.38,20,1,52,",^^ ACKN0V7LEDGMENTS jWO. ID I especially appreciate the help and encouragement rgiven me by Professor Carlton Whitehead for his direction of this project and I am particularly indebted to the other members of my committee. Professors Vincent Luchsinger and Lewis Hill …","https://ttu-ir.tdl.org/bitstream/handle/2346/21624/31295000419316.pdf?sequence=1","https://scholar.google.com/scholar?q=related:b9a2wO1rfPgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"JA Jones","Repeal of Internal Revenue Code Section 102: Inclusion of Intra-Family Accretions in Gross Income",1970,"Ind. Legal F.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/indilr4&section=27","",184,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,52,"Section 102 of the Internal Revenue Code of 1954 is an anachronism which should be repealed in the interests of both fairness and simplicity. It is inconsistent with the general principle that income taxes are predicated on the taxpayer's ability to pay. Its existence has …","","https://scholar.google.com/scholar?q=related:eM8Ur_SuTNUJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"LW West","An Evaluation of the Use of Teachers' Aides in Eckville School.",1970,"","ERIC","https://eric.ed.gov/?id=ED045234","",196,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,52,"The evaluation of an innovative teacher-aid., nrogram in the rckville School (County of'Lacombe, Alberta, Canada) vas conducted for Prolect SrAPCP (Selection of rducational Alternatives for Rural Change). The teacher aide is defined in the first secticn of the report. The second …","https://files.eric.ed.gov/fulltext/ED045234.pdf",""
36,"G Akerlof","Quarterly Journal of Economics",1970,"Quarterly Journal of Economics","public.econ.duke.edu","http://public.econ.duke.edu/~vjh3/e262p/readings/Akerlof_Yellen_Katz.pdf","https://scholar.google.com/scholar?cites=16950727292652765971&as_sdt=2005&sciodt=2007&hl=en",203,"2022-02-09 13:55:36","PDF","","","",,,,,36,0.69,36,1,52,"This paper relates the erosion of the custom of shotgun marriage to the legalization of abortion and the increased availability of contraception to unmarried women in the United States. The decline in shotgun marriage accounts for a sig-niﬁcant fraction of the increase in out-of-…","http://public.econ.duke.edu/~vjh3/e262p/readings/Akerlof_Yellen_Katz.pdf","https://scholar.google.com/scholar?q=related:E0MW86kUPesJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"LJ Christiano","Money and the US Economy in the 1980s",1970,"Ratio","researchgate.net","https://www.researchgate.net/profile/Lawrence-Christiano/publication/5049013_Money_and_the_US_Economy_in_the_1980s_A_Break_From_the_Past/links/573db3bd08aea45ee842d1b4/Money-and-the-US-Economy-in-the-1980s-A-Break-From-the-Past.pdf","",208,"2022-02-09 13:55:36","PDF","","","",,,,,0,0.00,0,1,52,"There is a widespread perception that the relationship between money and the US economy has changed in the 1980s. This view is based in part on the belief that the relationship must have changed because the Federal Reserve changed its operating procedure in 1979 and …","https://www.researchgate.net/profile/Lawrence-Christiano/publication/5049013_Money_and_the_US_Economy_in_the_1980s_A_Break_From_the_Past/links/573db3bd08aea45ee842d1b4/Money-and-the-US-Economy-in-the-1980s-A-Break-From-the-Past.pdf","https://scholar.google.com/scholar?q=related:oKtVvdZC9HsJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
19,"WD Wood, HF Campbell","Cost-Benefit Analysis and the Economics of Investment in Human Resources. An Annotated Bibliography.",1970,"","ERIC","https://eric.ed.gov/?id=ED045848","https://scholar.google.com/scholar?cites=6097514308941379474&as_sdt=2005&sciodt=2007&hl=en",215,"2022-02-09 13:55:36","","","","",,,,,19,0.37,10,2,52,"… Headings: Introduction; The model; Wages; Profits and investment; Rational expectations in a macroeconomic growth model; Divergence of private and social product; Some comments on the model; References (15). Abstract: The author puts forward an endogenous theory of …","https://files.eric.ed.gov/fulltext/ED045848.pdf","https://scholar.google.com/scholar?q=related:kvdPPfW4nlQJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"THE Travers","Samuel Smiles and the Victorian work ethic: the rise and decline of the ideal of self-help, 1830-1890",1970,"","search.proquest.com","https://search.proquest.com/openview/c42d4e7e679d2a302182a77ccd8cd034/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=14563551143436581663&as_sdt=2005&sciodt=2007&hl=en",217,"2022-02-09 13:55:36","BOOK","","","",,,,,1,0.02,1,1,52,"… traditional guidelines); secondly, a Promethean attitude (work externalised and applied toward the control of the material world); thirdly, a Rational attitude (work seen in terms of reward or material result, and including class attitudes in regard to political and rational expectations…","","https://scholar.google.com/scholar?q=related:H3vFnJogHMoJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"MH Kornfeld","A darker freedom: the villain in the novels of Hawthorne, James, and Faulkner",1970,"","search.proquest.com","https://search.proquest.com/openview/1995e12e41c7ccc0332b7371b9d5dd1b/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=17897542596937793711&as_sdt=2005&sciodt=2007&hl=en",221,"2022-02-09 13:55:36","BOOK","","","",,,,,1,0.02,1,1,52,"Villainy is a term which nearly causes embarrassment when used in modern criticism. It not only conjures up visions of darkly mustached gentlemen seducing maidens and doing battle with heroes, but also implies that some rigid standards of morality, some guide to right and …","","https://scholar.google.com/scholar?q=related:r0DmqirYYPgJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"RJ Bowden","Towards a Stochastic Dynamics: Essays in the Spectral Analysis of Econometric Systems",1970,"","search.proquest.com","https://search.proquest.com/openview/da34095a431eb1b3303dc6d48a6cf892/1?pq-origsite=gscholar&cbl=2026366&diss=y","",225,"2022-02-09 13:55:36","BOOK","","","",,,,,0,0.00,0,1,52,"There are, I suppose, two contributing reasons why authors write prefaces. The first is to tell the reader what the book is about; less euphemisticallyj to apologise for or clarify the title, I am amply aware that my title needs both apology (for its pretention) and clarification, At the risk …","",""
2,"CWJ Granger, RE Lucas, TJ Sargent","Rational Expectations and Econometric Practice",1969,"","","","https://scholar.google.com/scholar?cites=7016336671689139953&as_sdt=2005&sciodt=2007&hl=en",27,"2022-02-09 13:55:36","CITATION","","","",,,,,2,0.04,1,3,53,"","","https://scholar.google.com/scholar?q=related:8eaTXAcJX2EJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
241,"RE Lucas, LA Rapping","Price expectations and the Phillips curve",1969,"The American Economic Review","JSTOR","https://www.jstor.org/stable/1808963","https://scholar.google.com/scholar?cites=2924601845097908215&as_sdt=2005&sciodt=2007&hl=en",53,"2022-02-09 13:55:36","","","","",,,,,241,4.55,121,2,53,"Until recently, there have been two main approaches to the rationalization of the observed negative correlation between the unemployment rate and the rate of inflation (the Phillips curve)'. Phillips [19] and Lipsey [8] postulated a competitive adjustment mechanism, where the …","","https://scholar.google.com/scholar?q=related:90eDBuJFligJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
6,"PC Expectations","the Phillips Curve",1969,"Timothy W. McGuire","","","https://scholar.google.com/scholar?cites=7578687457284187966&as_sdt=2005&sciodt=2007&hl=en",68,"2022-02-09 13:55:36","CITATION","","","",,,,,6,0.11,6,1,53,"","","https://scholar.google.com/scholar?q=related:PuchuxboLGkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
25,"T Shipley, RW Jones","Initial observations on sensory interaction and the theory of dyslexia",1969,"Journal of Communication Disorders","Elsevier","https://www.sciencedirect.com/science/article/pii/002199246990001X","https://scholar.google.com/scholar?cites=3848870370884719261&as_sdt=2005&sciodt=2007&hl=en",70,"2022-02-09 13:55:36","","","","",,,,,25,0.47,13,2,53,"… Consequently, th.ey will have many unverbalized but synaesthetically quite rational expectations concerning the shape of the written word: ‘Words should look like they sound” or “look like they mean”. For this reason, the onomatopoetic theory of the origin of script and of …","","https://scholar.google.com/scholar?q=related:nRIcyzXvaTUJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
69,"J Hicks","Automatists, hawtreyans, and keynesians",1969,"Journal of Money, Credit and Banking","JSTOR","https://www.jstor.org/stable/1991183","https://scholar.google.com/scholar?cites=13240732374570845562&as_sdt=2005&sciodt=2007&hl=en",75,"2022-02-09 13:55:36","","","","",,,,,69,1.30,69,1,53,"… Expectations of the future (entirely rational expectations) are based upon the data that are available in the present. An act of policy (if it is what I have called a decisive action) is a significant addition to the data that are available; it should result, and should almost immediately …","https://cooperative-individualism.org/hicks-john_automatists-hawtreyans-and-keynesians-1969-aug.pdf","https://scholar.google.com/scholar?q=related:ekVPOPGHwLcJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
25,"DR Moore, J Tomlinson","The Use of Simulated Negotiation to Teach Substantive Law",1969,"Journal of Legal Education","JSTOR","https://www.jstor.org/stable/42892003","https://scholar.google.com/scholar?cites=11309527404093952433&as_sdt=2005&sciodt=2007&hl=en",93,"2022-02-09 13:55:36","","","","",,,,,25,0.47,13,2,53,"… Other writers refer to this as the ""zone of shared expectations"", since agreement between the parties is usually achieved only after thorough exploration by the parties of the perceived rational expectations of the opposing party, and suitable accomodation of this rational ex…","","https://scholar.google.com/scholar?q=related:sdGQ6kCD85wJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
4,"DA West","SWINE PRODUCERS'PRICE EXPECTATIONS AND THE HOG CYCLE",1969,"","ageconsearch.umn.edu","https://ageconsearch.umn.edu/record/259729/files/magr-northcarolinastate-147.pdf","https://scholar.google.com/scholar?cites=17347504137161840327&as_sdt=2005&sciodt=2007&hl=en",117,"2022-02-09 13:55:36","PDF","","","",,,,,4,0.08,4,1,53,"… He shows that in this particular case the rational expectations hypothesis for price would be the adaptive expectations hypothesis. (The estimation procedure, however, would be different.) The first two groups of models have been most commonly employed in studies of …","https://ageconsearch.umn.edu/record/259729/files/magr-northcarolinastate-147.pdf","https://scholar.google.com/scholar?q=related:x5YmCxq3vvAJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
3,"K Campbell","Marcuse on the justification of revolution",1969,"Politics","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1080/00323266908401166","https://scholar.google.com/scholar?cites=12859099384297458390&as_sdt=2005&sciodt=2007&hl=en",123,"2022-02-09 13:55:36","","10.1080/00323266908401166","","",,,,,3,0.06,3,1,53,"… As has been pointed out a thousand times, there is in such a ""programme"" no basis on which to frame rational expectations concerning life in the new society. There cannot be, in consequence, any basis for expecting an improvement on existing conditions —unless existing …","https://scholar.google.com/scholar?output=instlink&q=info:1op-dMKydLIJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=13605529137628618525&oi=lle","https://scholar.google.com/scholar?q=related:1op-dMKydLIJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"JR Hicks","Value and Volume of Capital",1969,"Indian Economic Journal","search.proquest.com","https://search.proquest.com/openview/a5438cc73fb0e7db6bb5a5205dd06bf2/1?pq-origsite=gscholar&cbl=1819379","https://scholar.google.com/scholar?cites=14357400981542114896&as_sdt=2005&sciodt=2007&hl=en",132,"2022-02-09 13:55:36","","","","",,,,,1,0.02,1,1,53,"… The point however on which I want to insist is that even with the most rational expectations, and with valuations being made in terms of a (reliable) consumption good standard-questions of inflation and deflation being ruled out-there is every reason to expect that there will be a …","","https://scholar.google.com/scholar?q=related:UJapuh-8P8cJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
41,"RS Peters, JP White","The philosopher's contribution to educational research",1969,"Educational Philosophy and Theory","Taylor & Francis","https://www.tandfonline.com/doi/pdf/10.1111/j.1469-5812.1969.tb00346.x","https://scholar.google.com/scholar?cites=7493890462161618405&as_sdt=2005&sciodt=2007&hl=en",138,"2022-02-09 13:55:36","","10.1111/j.1469-5812.1969.tb00346.x","","",,,,,41,0.77,21,2,53,"… (for example, by using control groups, and by comparing the results of using this method with those obtained by using other teaching methods), then this might well be called empirical research in that some controlled confirmation was sought for her rational expectations. If, on …","https://www.researchgate.net/profile/John-White-15/publication/229446013_The_Philosopher's_Contribution_to_Educational_Research/links/5a93e823a6fdccecff05e829/The-Philosophers-Contribution-to-Educational-Research.pdf","https://scholar.google.com/scholar?q=related:5cXUxqul_2cJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"W Parente, M McCleery","The Introduction and Structure of Political Science",1969,"Western Political Quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1177/106591296902200208","https://scholar.google.com/scholar?cites=6009564621394377718&as_sdt=2005&sciodt=2007&hl=en",144,"2022-02-09 13:55:36","","10.1177/106591296902200208","","",,,,,2,0.04,1,2,53,"… It seems to us important both in terms of student motivation and in terms of the sense of felt purpose needed to control and direct analysis that the student confront a factual situation in his society which does not square with his rational expectations or with his values. He should …","https://scholar.google.com/scholar?output=instlink&q=info:9nv34C5DZlMJ:scholar.google.com/&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971&scillfp=13834033160897249876&oi=lle","https://scholar.google.com/scholar?q=related:9nv34C5DZlMJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"M OHTA","OPTIMUM FORECAST OF THE FIRM AND ITS WELFARE IMPLICATION",1969,"The Economic Studies Quarterly (Tokyo. 1950)","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/economics1950/20/1/20_1_21/_article/-char/ja/","",148,"2022-02-09 13:55:36","","","","",,,,,0,0.00,0,1,53,"The traditional theory of firm in the general equilibrium theory is based on the assumption of perfect knowledge. In the real world, however, the firm faces various kinds of uncertainty. 1) It faces the uncertainty about (1) the demand conditions for the product,(2) the supply …","https://www.jstage.jst.go.jp/article/economics1950/20/1/20_1_21/_pdf","https://scholar.google.com/scholar?q=related:4uolnCqo_c4J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"LE Di Marco","Expectativas de precios",1969,"Económica","sedici.unlp.edu.ar","http://sedici.unlp.edu.ar/handle/10915/8986","https://scholar.google.com/scholar?cites=15326752347784627954&as_sdt=2005&sciodt=2007&hl=en",159,"2022-02-09 13:55:36","","","","",,,,,2,0.04,2,1,53,"El artículo consta de dos partes. La primera se relaciona con una breve discusión acerca de la posibilidad de incluir en un modelo una distribución temporalmente espaciada de la respuesta de precios, lo que trae como consecuencia un análisis de regresión modificado (los …","http://sedici.unlp.edu.ar/bitstream/handle/10915/8986/Documento_completo__.pdf?sequence=1","https://scholar.google.com/scholar?q=related:8kYWQg6Qs9QJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"G Kliman, H Lubin","Covert Suicidal Impulses in Maternally Deprived Children.",1969,"","ERIC","https://eric.ed.gov/?id=ED084012","https://scholar.google.com/scholar?cites=2970275975013852026&as_sdt=2005&sciodt=2007&hl=en",167,"2022-02-09 13:55:36","","","","",,,,,1,0.02,1,2,53,"… ""AotherNorma,"" his stepmother, an attractive, intelligent woman, able to understand why Eric was such trouble, wants to be a good mother, knows and communicates rational expectations from the children including respect for one another, self-pride, appropriate.self-control, …","https://files.eric.ed.gov/fulltext/ED084012.pdf","https://scholar.google.com/scholar?q=related:euOTF0OKOCkJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
60,"JA Mincer","Models of adaptive forecasting",1969,"Economic forecasts and expectations: Analysis of …","nber.org","https://www.nber.org/system/files/chapters/c1216/c1216.pdf","https://scholar.google.com/scholar?cites=16994756456220645670&as_sdt=2005&sciodt=2007&hl=en",168,"2022-02-09 13:55:36","PDF","","","",,,,,60,1.13,60,1,53,"Economic behavior is frequently a response to an anticipated future rather than to the past or present. Consequently, anticipated rather than actual values must be assigned to some of the variables in empiri-cal economic models. Unfortunately, data on anticipatory magnitudes …","https://www.nber.org/system/files/chapters/c1216/c1216.pdf","https://scholar.google.com/scholar?q=related:JtlOcfSA2esJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
12,"AB Treadway","What is output? Problems of concept and measurement",1969,"Production and productivity in the service industries","nber.org","https://www.nber.org/system/files/chapters/c1200/c1200.pdf","https://scholar.google.com/scholar?cites=13367623982291816992&as_sdt=2005&sciodt=2007&hl=en",180,"2022-02-09 13:55:36","PDF","","","",,,,,12,0.23,12,1,53,"IT SEEMS to me that the role of a theorist at a conference such as the present one is very difficult. He must be critical of existing empirical conventions and procedures or he surely has not earned his keep. On the other hand, he must be sufficiently constructive to sug-gest …","https://www.nber.org/system/files/chapters/c1200/c1200.pdf","https://scholar.google.com/scholar?q=related:IBJ_6y9Xg7kJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"新開陽一","為替投機と予想形成",1969,"季刊 理論経済学","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/economics1950/20/1/20_1_1/_article/-char/ja/","https://scholar.google.com/scholar?cites=16762921684885909984&as_sdt=2005&sciodt=2007&hl=en",195,"2022-02-09 13:55:36","","","","",,,,,2,0.04,2,1,53,"I 序為替投機は, 実 践的にも理論的に も重要な問題である. 現 在の固定為替相場制度のもとでは, 為替管理の廃止と外貨準備の大きさを, 為 替投機を無視 して論ずることはできない. ま たしばしば 提唱される自由変動相場制度のもとでは, 為替相場の大幅な変動が避け られるかどうかは, 投機の…","https://www.jstage.jst.go.jp/article/economics1950/20/1/20_1_1/_pdf","https://scholar.google.com/scholar?q=related:4DFRaXXcoegJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"RW Heiny","Student role performances: a case study in the professionalization of special educators",1969,"","search.proquest.com","https://search.proquest.com/openview/74619ded9378667fc695908c0d34abad/1?pq-origsite=gscholar&cbl=18750&diss=y","",206,"2022-02-09 13:55:36","BOOK","","","",,,,,0,0.00,0,1,53,"… Furthermore, it was considered that any biases hich would exist would be toward the amplification of student role problems rather than toward the formal, rational expectations of the university personnel. …","","https://scholar.google.com/scholar?q=related:OzsLzd0oio8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
2,"A Piccione","Robert Bly and the deep image",1969,"","search.proquest.com","https://search.proquest.com/openview/3f4dd014b9b7ac51c6f35bfcfa136fce/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=1138972617400199606&as_sdt=2005&sciodt=2007&hl=en",209,"2022-02-09 13:55:36","BOOK","","","",,,,,2,0.04,2,1,53,"… The poetry which uses this particular type of imagery relies upon the reader's ability to abandon his rational expectations of the genre, and to approach the poem as a process which approximates the experience of the uncon scious . …","","https://scholar.google.com/scholar?q=related:tikJnY9xzg8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
5,"FL Vannerson","An econometric analysis of the postwar United States wheat market",1969,"","search.proquest.com","https://search.proquest.com/openview/cb157b45b75c883b15034a0ca54e2bd8/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=9755367881515486324&as_sdt=2005&sciodt=2007&hl=en",210,"2022-02-09 13:55:36","BOOK","","","",,,,,5,0.09,5,1,53,"I wish to express my gratitude to a number of persons for their aid in the preparation of this thesis. First, because I was employed by the National Biscuit Company during the period when I was writing the dissertation I owe a major, debt of gratitude to Mr. CR Pilz and Mr. FH …","","https://scholar.google.com/scholar?q=related:dEz87mYHYocJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
1,"SA Tayfour","The economics of cotton in the Sudan with special reference to the Sudan Gezira scheme",1969,"","search.proquest.com","https://search.proquest.com/openview/48c025c2361a11c2d20035363c404a4e/1?pq-origsite=gscholar&cbl=51922&diss=y","https://scholar.google.com/scholar?cites=2291092499999726202&as_sdt=2005&sciodt=2007&hl=en",224,"2022-02-09 13:55:36","BOOK","","","",,,,,1,0.02,1,1,53,"Sudan, as many of the developing countries producing agricultural, primary commodities, is faced with the problem of inadequate and unstable export proceeds. Despite the growing disagreement on the causes and the consequences of this phenomena, it has been shown that …","https://theses.gla.ac.uk/72447/1/10646344.pdf","https://scholar.google.com/scholar?q=related:epoLcn2Yyx8J:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"TM Bell","Small Sample Properties of Various Simultaneous Equations Estimators Withparticular Emphasis on Forecasting and Decision Theory",1969,"","search.proquest.com","https://search.proquest.com/openview/42a33ddeba88f755949973a7bcf6d116/1?pq-origsite=gscholar&cbl=18750&diss=y","",227,"2022-02-09 13:55:36","BOOK","","","",,,,,0,0.00,0,1,53,"... Economics has become essentially a general theory of choice. Moreover, in situations where the choices of individuals are reciprocally dependent, we have been forced to develop a general theory of strategy. If this is true, then one ultimate purpose of economic research is to …","","https://scholar.google.com/scholar?q=related:5YqyqWZR2ggJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
0,"ED McVey","PHILOSOPHY IN OTHER WORDS: SHAFTESBURY'S'CHARACTERISTICKS'AND THE ACCOMMODATION OF NATURAL LAW",1969,"","search.proquest.com","https://search.proquest.com/openview/e0e82f4594a198d1df5acf3f787ed479/1?pq-origsite=gscholar&cbl=18750&diss=y","",229,"2022-02-09 13:55:36","BOOK","","","",,,,,0,0.00,0,1,53,"Philosophy in Other Words is an essay in five chapters about the natural law philosophy and ethical theory of Anthony Ashley Cooper (1671-1713), the third Earl of Shaftesbury, a nobleman and philosopher who is now perhaps best known as the author of the Characteristicks of …","","https://scholar.google.com/scholar?q=related:gKr_vIWlc8cJ:scholar.google.com/&scioq=%22rational+expectations%22&hl=en&as_sdt=2007&as_ylo=1955&as_yhi=1971"
